0.01 7.1987825
0.11090909 4.7422022
0.21181818 4.0447302
0.31272727 3.6046725
0.41363636 3.2745621
0.51454545 3.0058109
0.61545455 2.7762792
0.71636364 2.5739978
0.81727273 2.3917583
0.91818182 2.2248812
1.0190909 2.0701559
1.12 1.9252836
1.2209091 1.788562
1.3218182 1.658695
1.4227273 1.534673
1.5236364 1.4156943
1.6245455 1.3011115
1.7254545 1.1903945
1.8263636 1.0831036
1.9272727 0.97887002
2.0281818 0.87738164
2.1290909 0.77837175
2.23 0.6816107
2.3309091 0.58689938
2.4318182 0.494064
2.5327273 0.40295196
2.6336364 0.31342857
2.7345455 0.22537434
2.8354545 0.13868276
2.9363636 0.053258513
3.0372727 -0.030984059
3.1381818 -0.11412221
3.2390909 -0.19622587
3.34 -0.27735852
3.4409091 -0.35757796
3.5418182 -0.43693701
3.6427273 -0.515484
3.7436364 -0.59326332
3.8445455 -0.67031582
3.9454545 -0.74667915
4.0463636 -0.82238814
4.1472727 -0.89747502
4.2481818 -0.9719697
4.3490909 -1.0459
4.45 -1.1192918
4.5509091 -1.1921693
4.6518182 -1.264555
4.7527273 -1.33647
4.8536364 -1.4079341
4.9545455 -1.4789659
5.0554545 -1.5495828
5.1563636 -1.6198011
5.2572727 -1.6896365
5.3581818 -1.7591033
5.4590909 -1.8282154
5.56 -1.8969858
5.6609091 -1.9654268
5.7618182 -2.0335499
5.8627273 -2.1013662
5.9636364 -2.1688863
6.0645455 -2.23612
6.1654545 -2.3030768
6.2663636 -2.3697658
6.3672727 -2.4361953
6.4681818 -2.5023737
6.5690909 -2.5683086
6.67 -2.6340076
6.7709091 -2.6994776
6.8718182 -2.7647255
6.9727273 -2.8297578
7.0736364 -2.8945806
7.1745455 -2.9591998
7.2754545 -3.0236213
7.3763636 -3.0878503
7.4772727 -3.1518922
7.5781818 -3.2157519
7.6790909 -3.2794343
7.78 -3.342944
7.8809091 -3.4062855
7.9818182 -3.469463
8.0827273 -3.5324807
8.1836364 -3.5953425
8.2845455 -3.6580522
8.3854545 -3.7206136
8.4863636 -3.7830301
8.5872727 -3.8453053
8.6881818 -3.9074423
8.7890909 -3.9694444
8.89 -4.0313148
8.9909091 -4.0930562
9.0918182 -4.1546717
9.1927273 -4.216164
9.2936364 -4.2775358
9.3945455 -4.3387897
9.4954545 -4.3999282
9.5963636 -4.4609538
9.6972727 -4.5218688
9.7981818 -4.5826755
9.8990909 -4.6433761
10 -4.7039728

